id,u,v,geometry
1609,4791792123,4791792197,"LINESTRING (2.3223482 41.8192435, 2.3224769 41.8192515, 2.3226003 41.8193075, 2.3226486 41.8193555, 2.3227129 41.8193794, 2.3228095 41.8193834, 2.3229007 41.8193595, 2.323008 41.8193715, 2.3231099 41.8193834, 2.3232118 41.8193794, 2.3233138 41.8194234, 2.3232494 41.8194754, 2.3232386 41.8195394, 2.3232977 41.8195953, 2.3233835 41.8196473, 2.3234747 41.8196913, 2.3235927 41.8197432, 2.3236624 41.8197832, 2.3237912 41.8198272, 2.3239307 41.8198912, 2.3240594 41.8199351, 2.3242096 41.8199871, 2.3243276 41.8200351, 2.3244617 41.8200951, 2.3245798 41.820143, 2.3246227 41.820219, 2.32473 41.820279, 2.324907 41.8203109, 2.3250089 41.820283, 2.325084 41.820271, 2.3252128 41.820271, 2.3252718 41.8203069, 2.3252825 41.8203829, 2.3253147 41.8205148, 2.3253951 41.8206348, 2.3254863 41.8207547, 2.3255346 41.8208067, 2.3256312 41.8208626)"
1610,4791792140,4791792160,"LINESTRING (2.3204677 41.8199979, 2.3206423 41.8200591, 2.3208099 41.820125, 2.3209983 41.820213, 2.3210976 41.820243, 2.3212091 41.8202464, 2.3213202 41.8202225, 2.3215167 41.820151, 2.321623 41.820084, 2.3216744 41.8200325, 2.3217232 41.81998, 2.3217149 41.8199076, 2.3216882 41.8198952, 2.3216309 41.8198535, 2.321597 41.8198048, 2.3215167 41.8197313, 2.321404 41.8196033, 2.321345 41.8195114, 2.3212806 41.8193834, 2.3212216 41.8193035, 2.3211787 41.8191915, 2.3211304 41.8191076, 2.3210714 41.8189397, 2.3209856 41.8188477, 2.3209217 41.8187033)"
1611,4791792197,9060188730,"LINESTRING (2.3256312 41.8208626, 2.325676 41.8207707, 2.3256954 41.8207397, 2.3257176 41.8207087, 2.3257426 41.8206777, 2.3257648 41.8206487, 2.3257981 41.8206239, 2.3258286 41.8205991, 2.3258619 41.8205702, 2.3259062 41.8205454, 2.3259423 41.8205227, 2.3259811 41.8205041, 2.3260227 41.8204854, 2.3260588 41.8204668, 2.3260976 41.8204482, 2.3261364 41.8204255, 2.3261669 41.8204028, 2.3262113 41.8203842, 2.3262557 41.82038)"
1612,4791792197,9060188901,"LINESTRING (2.3256312 41.8208626, 2.3256483 41.8209753, 2.3256735 41.8210188)"
1613,4791798773,4791798779,"LINESTRING (2.3695943 41.8436299, 2.3695406 41.8435579, 2.3692831 41.843518, 2.3690203 41.843514, 2.368913 41.84349, 2.3687682 41.843522, 2.3686877 41.843542)"
1614,4791798779,4791798792,"LINESTRING (2.3686877 41.843542, 2.3686126 41.843486, 2.3685214 41.8434181, 2.3684463 41.8433302, 2.3683658 41.8432422, 2.3682424 41.8431543, 2.3681083 41.8431064, 2.3679152 41.8430824, 2.3677865 41.8430864, 2.3673841 41.8430864, 2.3672071 41.8430304, 2.3670676 41.8429945, 2.3669496 41.8430025, 2.3665988 41.843141)"
1615,4791798779,6591755803,"LINESTRING (2.3686877 41.843542, 2.3686293 41.843582, 2.368632 41.843642, 2.3686802 41.8437888, 2.3687419 41.8438987, 2.368805 41.8440076, 2.3688268 41.8441254, 2.3687942 41.8441914, 2.3688439 41.8442354, 2.3689391 41.8443393, 2.3689444 41.8444512, 2.3690075 41.8445231, 2.3691391 41.8445371)"
1616,4791798792,6591755803,"LINESTRING (2.3665988 41.843141, 2.367342 41.8435867, 2.3674336 41.8441173, 2.3675828 41.844467, 2.3678009 41.8446581, 2.3678392 41.8447472, 2.3677795 41.8448524, 2.3675529 41.845018, 2.3675443 41.8451465, 2.3687904 41.8459085, 2.3690579 41.8461456, 2.3693358 41.8463975, 2.3693615 41.8464864, 2.3693016 41.8466265, 2.3691349 41.8467507, 2.3690365 41.8468781, 2.3690793 41.8469565, 2.3692418 41.8469832, 2.3694299 41.846824, 2.3695488 41.8466016, 2.3695068 41.8464449, 2.3694299 41.846308, 2.369276 41.8460341, 2.3687415 41.8453779, 2.3687659 41.8453249, 2.3688142 41.845241, 2.3688997 41.8451932, 2.3690964 41.8450849, 2.3692135 41.8449318, 2.3692011 41.8447266, 2.3691391 41.8445371)"
1617,4791798792,6594924868,"LINESTRING (2.3665988 41.843141, 2.3655076 41.8427096, 2.3653007 41.8425949, 2.3650941 41.842487, 2.3649171 41.8423311, 2.3646757 41.8423032, 2.364547 41.8422133, 2.3643458 41.8420954, 2.3641339 41.8418815, 2.3639971 41.8418736, 2.3638442 41.8418296, 2.3636699 41.8416957, 2.3635706 41.8415658, 2.3635116 41.8414719, 2.3633534 41.841414, 2.3632219 41.841372, 2.363171 41.8412741, 2.3631442 41.8411602, 2.3630449 41.8410863, 2.3628893 41.8408841, 2.362678 41.8408696, 2.3623551 41.8408866, 2.3620443 41.8408653, 2.3617333 41.8408165, 2.3615831 41.8407206, 2.3614463 41.8405847, 2.3613739 41.8404628, 2.3613095 41.8403989)"
1618,4791798807,4791798813,"LINESTRING (2.3840251 41.8443631, 2.3840525 41.8443488, 2.3840856 41.8443077, 2.3840856 41.8442556, 2.3840635 41.8442255, 2.3839679 41.8441871, 2.3838943 41.8441679, 2.3837251 41.8440967, 2.383692 41.8440419, 2.3836883 41.8439816, 2.3837545 41.8439405, 2.3838244 41.8439405, 2.3839384 41.8439734, 2.3840635 41.8440008, 2.3842842 41.8440583, 2.384545 41.8440856, 2.3847238 41.8440735)"
1619,4819979264,12323985405,"LINESTRING (2.4121652 41.8031855, 2.4122071 41.8030282, 2.4122071 41.8024563, 2.4123953 41.8022405, 2.41275 41.8019654, 2.4129019 41.8016039)"
1620,4819979264,4819979315,"LINESTRING (2.4121652 41.8031855, 2.4121306 41.8031402, 2.4120742 41.8031136, 2.4119073 41.8031346, 2.411852 41.8031225, 2.4118293 41.8030489, 2.4118889 41.8029237, 2.4119344 41.8028817, 2.411852 41.802851, 2.4117946 41.8028954, 2.4117447 41.8028526, 2.4117751 41.8027751, 2.4117816 41.802708, 2.411736 41.8026902, 2.411761 41.8026296, 2.4117447 41.802586, 2.4116558 41.8026143, 2.4116136 41.8026781, 2.4115486 41.8026902, 2.4115616 41.8025997, 2.4115301 41.8025521, 2.4114478 41.8025666, 2.4114488 41.8025109, 2.4114911 41.8024689, 2.4114559 41.8024353, 2.4114543 41.8023881, 2.411457 41.802344, 2.4114261 41.802346, 2.4113952 41.802378, 2.4113562 41.8023359, 2.411356 41.8022141, 2.4114073 41.8020105, 2.4114211 41.8018208, 2.4114042 41.8016842, 2.4114291 41.8014888, 2.4113826 41.8014714, 2.4113265 41.801449, 2.4112452 41.8013614, 2.4112635 41.8011636, 2.4111494 41.8010752, 2.4109554 41.8010688, 2.4108952 41.8010082, 2.4108008 41.8009253, 2.4104612 41.8008165, 2.4102855 41.8007536, 2.4101017 41.8006807, 2.4099171 41.8006862, 2.409764 41.8006713, 2.4095949 41.8007103, 2.4093881 41.8007071, 2.4092924 41.8007667, 2.4091712 41.8008038, 2.4090759 41.8009071, 2.4089195 41.8009097, 2.4087623 41.8009423, 2.4085662 41.8009198, 2.4083991 41.8009887, 2.408267 41.8010795, 2.4081612 41.8011428, 2.4079706 41.8011956, 2.4077894 41.8012163, 2.4074512 41.8011638, 2.4072337 41.8011453, 2.4069796 41.8011381, 2.4063926 41.801063, 2.4063691 41.8011093, 2.4061266 41.8011074, 2.4058989 41.8011075, 2.4056447 41.801081, 2.4055433 41.8010343, 2.4054239 41.801029, 2.4052655 41.8009942, 2.4050747 41.8009752, 2.4048649 41.8009668, 2.4047249 41.8009943)"
1621,4819979315,7500591463,"LINESTRING (2.4047249 41.8009943, 2.4044919 41.8010008, 2.4042455 41.8010193, 2.4037848 41.8010042, 2.4034773 41.8011016, 2.4032174 41.8012321, 2.402983 41.8013551, 2.4028105 41.8014092, 2.4022981 41.8016691, 2.4021204 41.8017436, 2.4020319 41.8018068, 2.4019015 41.8018598, 2.4017854 41.8019392, 2.4017165 41.8020351, 2.4016029 41.8020922, 2.4015175 41.8021903, 2.4014755 41.8022354, 2.401467 41.8022765, 2.4014728 41.8023819, 2.4014074 41.8024541, 2.4013664 41.8025816, 2.4012931 41.8026802, 2.4012578 41.8028151, 2.4011408 41.8030002, 2.401029 41.8030918, 2.4007997 41.8032139, 2.4006377 41.8032434, 2.4003411 41.8033111, 2.4002142 41.8033589, 2.4000542 41.8033594, 2.3998888 41.8033978, 2.3996127 41.8035137, 2.3993126 41.8036116, 2.3991211 41.8036548, 2.3987625 41.803727, 2.3984103 41.8037484, 2.3981781 41.8037569, 2.3978113 41.803727, 2.397591 41.8037486, 2.3970682 41.8038382, 2.3969447 41.803899, 2.3967529 41.8039552, 2.3963735 41.8040215, 2.3960974 41.8040368, 2.3958477 41.8040269, 2.3956286 41.8039853, 2.3954418 41.8039336, 2.3953009 41.8038531, 2.395242 41.8038207, 2.3950128 41.8036812, 2.3948889 41.8036269, 2.3947168 41.8035806, 2.3945349 41.8036108, 2.3943877 41.8036702, 2.3942553 41.8037335, 2.39404 41.8039181, 2.3938889 41.8040093, 2.3936758 41.8042063, 2.3935704 41.8042769, 2.3934194 41.8043793, 2.3932898 41.8044436, 2.3931273 41.8044985, 2.3928827 41.8046386, 2.3926596 41.8048086, 2.3925164 41.8048888, 2.392318 41.8049189, 2.3921063 41.8049389, 2.391911 41.8049462, 2.3917395 41.8049806, 2.3914879 41.8050082, 2.3913718 41.8050368, 2.3912639 41.8050447, 2.3910192 41.8050486, 2.3909203 41.8050454)"
1622,4835159336,8422369332,"LINESTRING (2.4155569 41.8688924, 2.4155189 41.8688698, 2.4154924 41.8688428, 2.4154781 41.8688072, 2.4154548 41.8687232, 2.4154403 41.8686747, 2.4154112 41.8686201, 2.4153937 41.8685991, 2.4153726 41.8685747, 2.4152451 41.8684756, 2.4152119 41.8684391, 2.4151992 41.8684088, 2.4151996 41.8683718, 2.4152076 41.8683493, 2.4152264 41.8683177, 2.4152551 41.8682958, 2.4156222 41.8682025)"
1623,4835159336,9138039253,"LINESTRING (2.4155569 41.8688924, 2.4154834 41.8690285, 2.4154057 41.8691544)"
1624,4835223837,5592630875,"LINESTRING (2.451454 41.851232, 2.4513846 41.8510468, 2.4513929 41.8505002, 2.4513514 41.8504508, 2.4512975 41.8504879, 2.4511151 41.8508029, 2.450912 41.8511827, 2.4508332 41.8512136, 2.4507296 41.8512321, 2.4506052 41.8513803, 2.4505306 41.8514452, 2.4503191 41.8515131, 2.450174 41.8515502, 2.4499004 41.8514544, 2.4497678 41.8513834, 2.4497429 41.8512043, 2.4495605 41.850948, 2.4493781 41.8506793, 2.4491459 41.8502285, 2.4490879 41.8501266, 2.4490091 41.8500895, 2.4487396 41.8500926, 2.4485863 41.8500802, 2.4484992 41.8499598, 2.4485116 41.8497683, 2.4483956 41.8495429, 2.4482131 41.8493947, 2.4479976 41.8493267, 2.4478152 41.8492588, 2.447583 41.8491507, 2.4475042 41.8490179, 2.4475167 41.8487029, 2.4474918 41.8484713)"
1625,4948663456,4948663460,"LINESTRING (2.423148 41.8039537, 2.42254 41.8039707)"
1626,4948663456,4948663459,"LINESTRING (2.423148 41.8039537, 2.4227846 41.8040767, 2.4227484 41.8041237, 2.4227877 41.8041593)"
1627,4948663459,4948663460,"LINESTRING (2.4227877 41.8041593, 2.42254 41.8039707)"
1628,4948663459,4948667336,"LINESTRING (2.4227877 41.8041593, 2.42293 41.804246, 2.423168 41.804332, 2.423447 41.804455, 2.423868 41.804703, 2.424009 41.804835, 2.424612 41.805531, 2.424986 41.806167, 2.425173 41.806361, 2.425554 41.8064919, 2.4255326 41.8065739, 2.42521 41.806526, 2.425129 41.8065, 2.424884 41.806387, 2.424026 41.805769, 2.423689 41.805568, 2.423355 41.805415, 2.423148 41.805341, 2.422969 41.805312, 2.422781 41.805327, 2.422592 41.805372, 2.422386 41.805517, 2.421771 41.805853, 2.421653 41.805953, 2.421549 41.806084, 2.421431 41.806196, 2.421307 41.806265, 2.421148 41.806324, 2.420934 41.806362, 2.4205966 41.8064376, 2.4206497 41.8065062)"
1629,4948663460,9062864866,"LINESTRING (2.42254 41.8039707, 2.4223605 41.8039737, 2.4214297 41.803985, 2.4208545 41.8039945, 2.4205057 41.8039958, 2.4201708 41.8040085)"
1630,4948663488,8364678670,"LINESTRING (2.422768 41.813346, 2.4228857 41.8130191, 2.4228702 41.8125084, 2.4225701 41.8121617, 2.42259 41.8118695, 2.4224907 41.8115439, 2.4225453 41.8114181, 2.4224212 41.8112812, 2.4225453 41.8111776, 2.4227438 41.8112553, 2.4225949 41.8109076, 2.4221978 41.8102713, 2.4220737 41.8100715, 2.4215228 41.8096941, 2.4212513 41.809364)"
1631,4948663488,4948667354,"LINESTRING (2.422768 41.813346, 2.422711 41.813338, 2.42229 41.813547, 2.421855 41.813659, 2.42147 41.813713, 2.42092 41.813853, 2.420754 41.813865, 2.420483 41.813845, 2.420308 41.813858, 2.420175 41.813892, 2.41974 41.814058, 2.419618 41.814071, 2.419121 41.814065, 2.41873 41.814033, 2.418232 41.813949, 2.417795 41.813908, 2.417678 41.813938, 2.417643 41.813987, 2.417639 41.814064, 2.417677 41.814214, 2.417674 41.814291, 2.417596 41.81466, 2.417628 41.814996, 2.417607 41.81507, 2.417518 41.815153, 2.417431 41.815201, 2.417123 41.815333, 2.417002 41.815364, 2.416801 41.81539, 2.416707 41.815393, 2.416588 41.815363, 2.4163891 41.8152243, 2.4163833 41.815137)"
1632,4948663488,8364678656,"LINESTRING (2.422768 41.813346, 2.422774 41.813424, 2.422665 41.813613, 2.4225813 41.813719)"
1633,4948667286,9160183566,"LINESTRING (2.421151 41.808404, 2.421435 41.808318, 2.421515 41.80833, 2.421805 41.808538, 2.422153 41.808878, 2.422522 41.809134, 2.42257 41.809179, 2.4228695 41.8093143, 2.4228024 41.8093719, 2.422439 41.809278, 2.421886 41.809173, 2.421648 41.809091, 2.421449 41.809082, 2.4213321 41.8090957)"
1634,4948667286,9160183528,"LINESTRING (2.421151 41.808404, 2.420924 41.808495, 2.42082 41.80851, 2.4207828 41.8085088)"
1635,4948667286,9160183089,"LINESTRING (2.421151 41.808404, 2.4211508 41.80838, 2.4211632 41.8083593, 2.4211709 41.8083386, 2.4211817 41.8083122, 2.4211863 41.8082973, 2.4211878 41.8082812, 2.4211894 41.8082479, 2.4211924 41.8082261, 2.4212094 41.8082031, 2.421194 41.8082031, 2.4211955 41.8081882, 2.4212001 41.8081641, 2.4212017 41.8081354, 2.4212109 41.8081239, 2.4212248 41.8081078, 2.4212387 41.8080872, 2.4212541 41.8080722, 2.4212402 41.8080585, 2.4212263 41.808047, 2.4212078 41.8080389, 2.4212109 41.8080263, 2.4212155 41.8080079, 2.4212263 41.8079815, 2.4212325 41.8079666, 2.4212294 41.8079528, 2.4211971 41.8079448, 2.421174 41.807931, 2.421174 41.8079149, 2.421177 41.8078897, 2.4211909 41.8078713, 2.4212155 41.8078541, 2.421231 41.807838, 2.4212464 41.8078185, 2.4212556 41.8077955, 2.4212602 41.8077783, 2.4212695 41.8077369, 2.4212618 41.8077105, 2.4212556 41.807691, 2.4212482 41.807671)"
1636,4948667336,9160330004,"LINESTRING (2.4206497 41.8065062, 2.4208171 41.8064726)"
1637,4948667354,4948667378,"LINESTRING (2.4163833 41.815137, 2.4162689 41.8150997, 2.4161696 41.8150825, 2.4160943 41.8151066, 2.4161172 41.8152076, 2.416291 41.815736, 2.416346 41.8159, 2.416348 41.81597, 2.416322 41.816036, 2.416227 41.816113, 2.416157 41.816148, 2.416074 41.816225, 2.416083 41.816297, 2.41613 41.816345, 2.416375 41.816453, 2.416591 41.816495, 2.417019 41.816502, 2.417145 41.816542, 2.417419 41.816718, 2.418333 41.817203, 2.418998 41.817481, 2.419224 41.817562, 2.419374 41.817644, 2.419607 41.817803, 2.419719 41.81784, 2.420004 41.817859, 2.42097 41.817825, 2.42106 41.81784, 2.421127 41.817871, 2.421205 41.817949, 2.421265 41.818044, 2.421328 41.818215, 2.421335 41.818472)"
1638,4948667378,8364678614,"LINESTRING (2.421335 41.818472, 2.421356 41.818549, 2.421461 41.818744, 2.421723 41.818994, 2.421844 41.81908, 2.421981 41.81915, 2.42214 41.819174, 2.422286 41.819141, 2.422772 41.818927, 2.422937 41.818877, 2.423111 41.818854, 2.423337 41.818869, 2.423489 41.818893, 2.423606 41.818932, 2.4236388 41.8189658)"
1639,4948667445,4948667498,"LINESTRING (2.4240908 41.8123145, 2.424791 41.812271, 2.425232 41.812297, 2.425651 41.81236, 2.42584 41.812407, 2.426201 41.812555, 2.426503 41.812572, 2.426969 41.812769, 2.42722 41.81282, 2.427384 41.81289, 2.427525 41.812985, 2.427632 41.813151, 2.427713 41.8132, 2.428687 41.813608, 2.429012 41.813691, 2.429168 41.813755, 2.429408 41.813887, 2.429636 41.814049, 2.429689 41.814125, 2.429692 41.8142, 2.42964 41.814366, 2.429639 41.814487, 2.429587 41.814563, 2.429512 41.814619, 2.429467 41.814694)"
1640,4948667445,8364678670,"LINESTRING (2.4240908 41.8123145, 2.424088 41.812291, 2.424056 41.812237, 2.423978 41.812147, 2.423832 41.812044, 2.423486 41.811863, 2.423321 41.811749, 2.423266 41.811682, 2.423249 41.811563, 2.423276 41.811246, 2.423249 41.811099, 2.423189 41.810979, 2.423061 41.810851, 2.422875 41.810705, 2.422708 41.810456, 2.422482 41.810236, 2.421999 41.809897, 2.421702 41.809718, 2.421418 41.809512, 2.421268 41.809388, 2.4212513 41.809364)"
1641,4948667445,8364678656,"LINESTRING (2.4240908 41.8123145, 2.424095 41.812349, 2.424057 41.812431, 2.423762 41.812776, 2.423616 41.813005, 2.423429 41.813468, 2.423313 41.81367, 2.423144 41.813831, 2.42301 41.813899, 2.422743 41.813943, 2.422636 41.813946, 2.422553 41.813929, 2.422508 41.813883, 2.422519 41.813798, 2.4225813 41.813719)"
1642,4948667460,8364653107,"LINESTRING (2.436612 41.816654, 2.4369 41.816923, 2.437192 41.817102, 2.437394 41.817252, 2.437544 41.817324, 2.437629 41.817352, 2.437801 41.817354, 2.438407 41.817233, 2.438672 41.817195, 2.43889 41.817126, 2.439036 41.817113, 2.439123 41.817157, 2.439142 41.817229, 2.43908 41.817476, 2.4388808 41.8178495)"
1643,4948667460,9061040229,"LINESTRING (2.436612 41.816654, 2.437336 41.816767, 2.437606 41.816763, 2.438031 41.816691, 2.438261 41.816622, 2.438523 41.81647, 2.438645 41.816423, 2.438949 41.816353, 2.439425 41.816136, 2.439567 41.816097, 2.439994 41.816061, 2.440122 41.816077, 2.440236 41.816124, 2.440305 41.816173, 2.4406 41.816509, 2.440697 41.816588, 2.440874 41.816695, 2.441054 41.816781, 2.441142 41.816803, 2.44124 41.816792, 2.441565 41.816622, 2.441649 41.81655, 2.441707 41.816401, 2.441763 41.816344, 2.4419 41.816318, 2.442199 41.816324, 2.4424324 41.8163491, 2.4424678 41.8162673, 2.442284 41.816201, 2.442006 41.81607, 2.4417529 41.815993, 2.4417812 41.8158902, 2.4419759 41.8158427, 2.442203 41.81586, 2.442748 41.815816, 2.442838 41.815798, 2.442939 41.81574, 2.442975 41.815695, 2.442999 41.815591, 2.443001 41.815457, 2.442967 41.815118, 2.442973 41.814869, 2.4429882 41.8147572, 2.4430115 41.8144714, 2.4430141 41.8144308, 2.4430193 41.814398, 2.44304 41.8143361, 2.4430789 41.8142879, 2.4430996 41.8142569, 2.4431385 41.8142241, 2.4431799 41.8141874, 2.4432214 41.8141526, 2.4432603 41.8141275, 2.443294 41.8141082, 2.4433277 41.814087, 2.4434158 41.8140174, 2.4434728 41.8139653, 2.4434935 41.8139363, 2.4434987 41.8139054, 2.4434728 41.8138783, 2.4434339 41.8138629, 2.4433899 41.813859, 2.4433458 41.8138764, 2.4432914 41.8138938, 2.4432473 41.813915, 2.4432059 41.8139305, 2.443167 41.813946, 2.4431203 41.8139575, 2.4430763 41.8139691, 2.4430322 41.8139807, 2.4429882 41.8139942, 2.4429441 41.8140116, 2.4429 41.8140271, 2.4428638 41.8140445, 2.4428275 41.8140676, 2.442799 41.8140986, 2.4427575 41.8141468, 2.442716 41.8141971, 2.4426823 41.8142241, 2.4426564 41.814255, 2.4426253 41.8142859, 2.4425942 41.8143168, 2.4425346 41.8143574, 2.442462 41.8143999, 2.4424206 41.8144211, 2.4423843 41.8144462, 2.442348 41.8144675, 2.4422884 41.8145139, 2.4422495 41.8145409, 2.4422106 41.8145641, 2.4421744 41.8145853, 2.4420344 41.8146008, 2.4419618 41.8145911, 2.4417908 41.8145641, 2.4417001 41.8145216, 2.4416016 41.8144714, 2.4415938 41.8143999)"
1644,4948667460,4954638481,"LINESTRING (2.436612 41.816654, 2.43645 41.816418, 2.436339 41.816167, 2.436297 41.815947, 2.436306 41.815755, 2.436272 41.815702, 2.436057 41.815529, 2.435951 41.815411, 2.435692 41.814947, 2.435636 41.814906, 2.435593 41.814901, 2.435511 41.814927, 2.435373 41.815047, 2.435311 41.815089, 2.435261 41.815097, 2.434945 41.815054, 2.43472 41.815004, 2.434555 41.815002, 2.434369 41.815034, 2.434263 41.81502, 2.434199 41.814974, 2.433939 41.814726, 2.433859 41.814628, 2.43368 41.814486, 2.433652 41.814383, 2.433656 41.814286, 2.433623 41.814206, 2.433548 41.814108, 2.433494 41.81391, 2.433446 41.813843, 2.433324 41.813734, 2.432992 41.813309, 2.432912 41.813066, 2.432663 41.812751, 2.432506 41.812381, 2.43242 41.812254, 2.43208 41.81191, 2.431752 41.811703, 2.431639 41.811658, 2.431312 41.811579, 2.431034 41.811537, 2.4309891 41.8115328)"
1645,4948667476,8364672397,"LINESTRING (2.448153 41.819466, 2.447772 41.819637, 2.447647 41.819732, 2.447605 41.819794, 2.447558 41.819925, 2.447488 41.819994, 2.447415 41.82, 2.4472958 41.819921)"
1646,4948667498,8364678567,"LINESTRING (2.429467 41.814694, 2.4290141 41.8143813, 2.4282495 41.8142514, 2.4277264 41.8141714, 2.4264924 41.8143713, 2.4265728 41.8145313, 2.4272033 41.8145313, 2.4278337 41.8148212, 2.4281288 41.815341, 2.4282495 41.8160408, 2.4284775 41.8163007, 2.4294701 41.8166606, 2.4301139 41.8165606, 2.4308517 41.8164407, 2.4312138 41.8167206, 2.4314284 41.8172004, 2.4314419 41.8177602, 2.4317772 41.8180301, 2.4323942 41.81827, 2.4333331 41.8185899, 2.4339501 41.8190498, 2.4344062 41.8195796, 2.4346879 41.8199094, 2.4351171 41.8201993, 2.4346196 41.8203081, 2.434481 41.8205904, 2.4342408 41.8205491, 2.4341669 41.8207212, 2.4339913 41.8210586, 2.4336772 41.821031, 2.433668 41.8211137, 2.4340745 41.8211894, 2.4343332 41.8213271, 2.4346935 41.8212858, 2.4351462 41.8212238, 2.4353679 41.8214304, 2.4353218 41.8217196, 2.4350076 41.8217333, 2.4347766 41.8218917, 2.4343424 41.8220776, 2.4347859 41.8222428, 2.4351093 41.8222428, 2.4357926 41.8222773)"
1647,4948667498,4954638481,"LINESTRING (2.429467 41.814694, 2.429475 41.814754, 2.429513 41.814808, 2.429594 41.814854, 2.429672 41.814871, 2.429814 41.814865, 2.429948 41.814815, 2.430004 41.814771, 2.430054 41.814685, 2.430113 41.814414, 2.430284 41.814015, 2.4303 41.813911, 2.43026 41.813683, 2.430187 41.813553, 2.429998 41.813288, 2.429819 41.813106, 2.429701 41.813011, 2.429485 41.812764, 2.429385 41.812691, 2.42925 41.812633, 2.428988 41.812574, 2.428871 41.812533, 2.42874 41.812446, 2.428679 41.812335, 2.428639 41.812097, 2.428592 41.811943, 2.428608 41.811895, 2.428708 41.811874, 2.428834 41.811911, 2.429018 41.812006, 2.429144 41.81203, 2.42953 41.812044, 2.430134 41.811949, 2.4304342 41.8120173, 2.430505 41.8119208, 2.430221 41.811832, 2.42988 41.811697, 2.4293373 41.8115741, 2.4294421 41.8115189, 2.4296362 41.8115189, 2.429896 41.811515, 2.430618 41.811498, 2.4309891 41.8115328)"
1648,4948667789,4948667801,"LINESTRING (2.455544 41.812251, 2.45572 41.812064, 2.45588 41.811978, 2.456145 41.811786, 2.456354 41.811668, 2.456398 41.811564, 2.45639 41.811386, 2.456411 41.811213, 2.456452 41.811123, 2.45647 41.811023, 2.4564335 41.8108911, 2.4561673 41.8107188, 2.4562397 41.8105987, 2.4564475 41.810811, 2.456635 41.810856, 2.456781 41.810909, 2.456851 41.810967, 2.456928 41.811065, 2.4570545 41.8113975, 2.4571323 41.8114753)"
1649,4948667789,4948668071,"LINESTRING (2.455544 41.812251, 2.4555793 41.8121675, 2.4555839 41.8121238, 2.4555954 41.8120483, 2.455614 41.81187, 2.45559 41.811694, 2.455478 41.811396, 2.455474 41.811164, 2.455441 41.811103, 2.455256 41.810941, 2.455194 41.810857, 2.455052 41.810543, 2.455005 41.810483, 2.454912 41.81045)"
1650,4948667789,9993517827,"LINESTRING (2.455544 41.812251, 2.455658 41.812373, 2.455683 41.812475, 2.455634 41.812679, 2.455648 41.813025, 2.455675 41.81311, 2.45588 41.813473, 2.455896 41.813743, 2.455927 41.813892, 2.45611 41.814329, 2.456131 41.814797, 2.456201 41.814887, 2.4562516 41.8149285)"
1651,4948667801,4948667828,"LINESTRING (2.4571323 41.8114753, 2.4572394 41.8117549, 2.4572717 41.8118077, 2.4573457 41.8118892, 2.4574697 41.8119544, 2.4575079 41.8119931, 2.4575229 41.812051, 2.4575081 41.8121026, 2.457416 41.812216)"
1652,4948667853,4948667858,"LINESTRING (2.4692764 41.8256289, 2.469206 41.825618, 2.468928 41.825609, 2.46884 41.825631, 2.4687179 41.8256492, 2.4686909 41.8256826, 2.4686922 41.8257504, 2.468751 41.826133, 2.468789 41.826316, 2.468782 41.826448, 2.468652 41.826815, 2.468633 41.826956, 2.468681 41.827175, 2.4687499 41.8273303)"
1653,4948667853,9993450542,"LINESTRING (2.4692764 41.8256289, 2.4696019 41.8256687, 2.4697476 41.8256615)"
1654,4948667853,9993480651,"LINESTRING (2.4692764 41.8256289, 2.469288 41.825564, 2.469287 41.825204, 2.4692688 41.8251403, 2.4692166 41.825098, 2.468955 41.825071, 2.468883 41.825016, 2.468754 41.824836, 2.46865 41.824737, 2.468532 41.824682, 2.468347 41.824646, 2.468243 41.824608, 2.468044 41.8245, 2.467634 41.82389, 2.467322 41.823631, 2.467257 41.823591, 2.467061 41.823533, 2.466668 41.823518, 2.466504 41.823485, 2.466244 41.823333, 2.465909 41.823231, 2.465853 41.823201, 2.465793 41.823137, 2.465614 41.822788, 2.465532 41.822702, 2.46541 41.82262, 2.464943 41.82237, 2.464861 41.822284, 2.4648304 41.822226)"
1655,4948667869,9993517827,"LINESTRING (2.456882 41.815425, 2.4570346 41.8154706, 2.4571853 41.8154655, 2.4572281 41.8153864, 2.4572469 41.8153634, 2.4572897 41.8152779, 2.4573428 41.8152103, 2.4571922 41.8151605, 2.4570364 41.815061, 2.4568583 41.8149474, 2.4566888 41.8148275, 2.4565672 41.8147751, 2.4565176 41.8147445, 2.4564354 41.8148338, 2.4563327 41.8149117, 2.4562516 41.8149285)"
1656,4948667869,8364653043,"LINESTRING (2.456882 41.815425, 2.456966 41.815563, 2.456972 41.815642, 2.456826 41.815707, 2.456787 41.815762, 2.456811 41.81583, 2.456948 41.81602, 2.457328 41.816371, 2.457364 41.816414, 2.4574514 41.8165126, 2.4575414 41.8166212, 2.4575682 41.8166631, 2.4577244 41.8167257, 2.4580337 41.8167447, 2.4583312 41.8167882, 2.45854 41.816854, 2.458701 41.816929, 2.458817 41.817003, 2.45895 41.81714, 2.458977 41.817201, 2.458941 41.817258, 2.458838 41.817339, 2.458811 41.817413, 2.458833 41.817477, 2.4589108 41.8175808)"
